Episode,Step,Action,Reward
0,10,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00120721 0.00119183 0.00102324]
  [0.00119501 0.00117963 0.00101725]
  [0.00120799 0.00119261 0.0010252 ]
  ...
  [0.00094235 0.0009066  0.00070835]
  [0.00088182 0.00084286 0.00065176]
  [0.00083451 0.00080006 0.00061378]]

 [[0.00121852 0.00120314 0.00103356]
  [0.00119277 0.00117739 0.00101468]
  [0.00117422 0.00115884 0.00100181]
  ...
  [0.00084192 0.00081071 0.00062088]
  [0.00091382 0.0008788  0.00068193]
  [0.00099394 0.00095698 0.00075645]]

 [[0.0011924  0.00117702 0.00101095]
  [0.00116843 0.00115305 0.00099745]
  [0.00116928 0.0011539  0.00099932]
  ...
  [0.00079202 0.00075803 0.00057719]
  [0.00080802 0.00077659 0.00059177]
  [0.00088725 0.00085445 0.00066018]]]",[ 0.25902151 -0.00286234],-2.2064108736377928
0,11,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00119611 0.00118361 0.00101773]
  [0.00118004 0.00116487 0.0010067 ]
  [0.00114994 0.00113456 0.00098074]
  ...
  [0.00093306 0.00089859 0.00070264]
  [0.00075168 0.00071327 0.00053649]
  [0.0007594  0.00072209 0.00054504]]

 [[0.00122088 0.0012055  0.00103672]
  [0.00118384 0.00116846 0.00100896]
  [0.00113976 0.00112438 0.00097052]
  ...
  [0.00086942 0.00083659 0.00064544]
  [0.00088446 0.00085052 0.00065716]
  [0.00091658 0.00088093 0.00068568]]

 [[0.00120992 0.00119454 0.00102598]
  [0.00119283 0.00117745 0.00101481]
  [0.00117713 0.00116175 0.00100379]
  ...
  [0.0007731  0.00073737 0.00055817]
  [0.00075731 0.00071837 0.00054112]
  [0.0009343  0.00089767 0.00070122]]]",[0.41467557 0.83020177],-2.2220838535073417
0,12,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00112979 0.00116055 0.00096126]
  [0.00113968 0.0011702  0.00097052]
  [0.00112814 0.00115434 0.00095898]
  ...
  [0.00097785 0.00094561 0.00074448]
  [0.00080124 0.00076606 0.00058388]
  [0.00084612 0.00081335 0.00062304]]

 [[0.00113161 0.00116062 0.00096258]
  [0.0011193  0.00113628 0.00095011]
  [0.00113733 0.00113394 0.00096815]
  ...
  [0.00102243 0.00098672 0.00078259]
  [0.00091444 0.00087899 0.00068398]
  [0.00077239 0.00073693 0.00055717]]

 [[0.00119896 0.0012035  0.00102069]
  [0.0011528  0.00114099 0.00098329]
  [0.00116107 0.00114589 0.00098949]
  ...
  [0.00086656 0.00083346 0.00064143]
  [0.00086645 0.00083403 0.00064153]
  [0.00092162 0.00088762 0.00069172]]]",[0.22935769 0.83204597],-2.2371583131972286
0,13,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00111993 0.00115069 0.00095129]
  [0.00115456 0.00118532 0.0009854 ]
  [0.00117297 0.00120373 0.00100345]
  ...
  [0.00080811 0.00077133 0.00058766]
  [0.00095105 0.00091618 0.00071907]
  [0.0008717  0.00083572 0.00064471]]

 [[0.00114511 0.00117586 0.00097594]
  [0.00115925 0.00119001 0.00099009]
  [0.00115144 0.00118219 0.00098227]
  ...
  [0.00078988 0.00075346 0.00057203]
  [0.00084421 0.00081238 0.0006243 ]
  [0.00085332 0.00082139 0.00063043]]

 [[0.00116362 0.00119438 0.00099445]
  [0.00116041 0.00119117 0.00099125]
  [0.00114564 0.0011764  0.00097648]
  ...
  [0.00096173 0.00092667 0.00072743]
  [0.0010154  0.00098249 0.00077829]
  [0.00087436 0.00084322 0.00065213]]]",[ 0.8        -0.10902327],-2.2510154723077758
0,14,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00113526 0.00116602 0.00096586]
  [0.00114448 0.00117523 0.00097391]
  [0.0011577  0.00118846 0.00098773]
  ...
  [0.00083011 0.0007988  0.00061033]
  [0.00081374 0.00078291 0.00059568]
  [0.00084096 0.00080951 0.00062074]]

 [[0.00117524 0.001206   0.00099922]
  [0.00118481 0.00121557 0.00100912]
  [0.00114667 0.00117743 0.00097726]
  ...
  [0.00071286 0.00067389 0.00050147]
  [0.00085351 0.00082028 0.00062899]
  [0.00088538 0.00085269 0.00065878]]

 [[0.00119857 0.00122933 0.00101847]
  [0.00115628 0.00118704 0.00098516]
  [0.00112585 0.00115661 0.00095668]
  ...
  [0.00074736 0.00070991 0.00053392]
  [0.00073682 0.00069946 0.00052379]
  [0.000821   0.00078494 0.00059851]]]",[0.38953454 0.30275407],-2.2646363357410624
0,15,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00110959 0.00114035 0.00094061]
  [0.00112537 0.00115612 0.0009562 ]
  [0.00115249 0.00118325 0.00098323]
  ...
  [0.00088876 0.00085681 0.00066092]
  [0.00080111 0.00076989 0.00058551]
  [0.00087115 0.00083711 0.0006452 ]]

 [[0.0011179  0.00114866 0.00094913]
  [0.00114658 0.00117733 0.00097741]
  [0.00114226 0.00117302 0.00097328]
  ...
  [0.00102172 0.00098878 0.00078403]
  [0.00088193 0.00084812 0.00065639]
  [0.00079565 0.00076388 0.00057944]]

 [[0.00114251 0.00117326 0.00097334]
  [0.0011211  0.00115186 0.00095262]
  [0.00110062 0.00113138 0.00093408]
  ...
  [0.00088983 0.00085505 0.00066238]
  [0.00094283 0.00090715 0.00070837]
  [0.00094796 0.00090969 0.00071152]]]",[0.66588366 0.75880462],-2.276058245905666
0,16,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00116461 0.00119537 0.00099405]
  [0.00115381 0.00118456 0.00098446]
  [0.00110505 0.0011358  0.00094033]
  ...
  [0.00083327 0.00080126 0.00061168]
  [0.00092268 0.00088877 0.00069092]
  [0.00083001 0.00079665 0.00060874]]

 [[0.00117756 0.00120832 0.00100406]
  [0.00112974 0.00116049 0.00096041]
  [0.00109653 0.00112729 0.0009287 ]
  ...
  [0.00083006 0.00079819 0.00061034]
  [0.00087178 0.00083946 0.00064707]
  [0.00084507 0.00081251 0.00062241]]

 [[0.00115941 0.00119017 0.00099015]
  [0.00112735 0.0011581  0.00095818]
  [0.00110995 0.00114071 0.00094079]
  ...
  [0.00093527 0.00089976 0.00070434]
  [0.00100809 0.00097231 0.0007714 ]
  [0.00091043 0.00087568 0.00068344]]]",[0.68044156 0.08053403],-2.289998556353292
0,17,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00108857 0.00111933 0.00092262]
  [0.00106995 0.00110071 0.00091534]
  [0.00106081 0.00109146 0.00090683]
  ...
  [0.00092941 0.00089435 0.00069878]
  [0.00072869 0.00068932 0.00051589]
  [0.00074742 0.00070777 0.00053153]]

 [[0.0010909  0.00112165 0.00092278]
  [0.00108145 0.0011122  0.00092205]
  [0.00108513 0.00111588 0.00092385]
  ...
  [0.00091313 0.00088003 0.00068444]
  [0.0008855  0.00085053 0.00065729]
  [0.00083378 0.00079914 0.00061082]]

 [[0.00109371 0.00112447 0.00092456]
  [0.00109451 0.00112526 0.00092602]
  [0.0011133  0.00114406 0.00094439]
  ...
  [0.00075934 0.00072609 0.00054944]
  [0.0007336  0.00069321 0.00051894]
  [0.00086294 0.00082714 0.00063627]]]",[0.40885075 0.33249921],-2.303045830703611
0,18,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00107371 0.00105833 0.00088906]
  [0.00108292 0.00106754 0.00089664]
  [0.00112886 0.00111348 0.00093158]
  ...
  [0.00080667 0.00077231 0.00058693]
  [0.00088957 0.00085639 0.00066079]
  [0.00089363 0.00085739 0.00066478]]

 [[0.00108186 0.00106648 0.00089535]
  [0.00108451 0.00106913 0.00089606]
  [0.00115159 0.00113621 0.00095322]
  ...
  [0.00073601 0.00069739 0.00052225]
  [0.00079773 0.00076358 0.0005796 ]
  [0.00092276 0.0008864  0.00069034]]

 [[0.00110724 0.00109186 0.00091846]
  [0.00114653 0.00113115 0.00094874]
  [0.00118832 0.00117294 0.00098824]
  ...
  [0.00087099 0.00083955 0.0006442 ]
  [0.00092616 0.0008905  0.00069411]
  [0.0009186  0.00088471 0.00068961]]]",[0.         0.54326165],-2.315562939736103
0,19,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00113834 0.00112297 0.00094039]
  [0.0011599  0.00114452 0.00096055]
  [0.00118409 0.00116871 0.00098408]
  ...
  [0.00080952 0.00077184 0.00058997]
  [0.00081613 0.00077877 0.00059587]
  [0.00088162 0.00084313 0.00065162]]

 [[0.00113877 0.00112339 0.00094253]
  [0.00111984 0.00110447 0.00092701]
  [0.00115498 0.0011396  0.00095536]
  ...
  [0.00102228 0.0009887  0.00078489]
  [0.00100763 0.00097401 0.00077155]
  [0.00081747 0.00077926 0.00059536]]

 [[0.00114353 0.00112815 0.00094689]
  [0.00109204 0.00107666 0.00090516]
  [0.00113917 0.00112379 0.0009419 ]
  ...
  [0.00082601 0.00079281 0.00060821]
  [0.00100008 0.00096713 0.00076497]
  [0.0010263  0.0009911  0.00078671]]]",[ 0.43010628 -0.12807571],-2.3295615778079433
0,20,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.0012179  0.00120252 0.00101332]
  [0.00120862 0.00119324 0.00100829]
  [0.00119262 0.00117724 0.00099268]
  ...
  [0.00100426 0.00097022 0.00076662]
  [0.00090643 0.00087357 0.00067858]
  [0.00080962 0.00077529 0.00059163]]

 [[0.00121611 0.00120074 0.00101115]
  [0.00120822 0.00119284 0.00100759]
  [0.00118391 0.00116853 0.00098399]
  ...
  [0.0009385  0.0009051  0.00070821]
  [0.00100814 0.00097404 0.00077132]
  [0.00086209 0.00082806 0.00063847]]

 [[0.00119029 0.00117491 0.00099031]
  [0.00118641 0.00117103 0.00098648]
  [0.00116652 0.00115114 0.0009666 ]
  ...
  [0.00076014 0.00072484 0.00054721]
  [0.00081174 0.00077883 0.00059283]
  [0.0008473  0.00081547 0.00062416]]]",[0.55053557 0.02101674],-2.3423807704152697
0,21,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00115383 0.00118458 0.00096928]
  [0.00115659 0.00118735 0.00097204]
  [0.00117109 0.00120185 0.00098655]
  ...
  [0.00101813 0.00098437 0.00077968]
  [0.00097327 0.00094026 0.00073743]
  [0.00088616 0.0008527  0.00065314]]

 [[0.00115896 0.00118971 0.00097415]
  [0.00117557 0.00120633 0.00099002]
  [0.00119353 0.00122428 0.00100894]
  ...
  [0.00086603 0.00083084 0.00064086]
  [0.00100763 0.00097339 0.00077045]
  [0.00098825 0.00095335 0.00075191]]

 [[0.0011998  0.00123056 0.00100744]
  [0.00120872 0.00123948 0.00101391]
  [0.00120008 0.00123084 0.00101493]
  ...
  [0.00079675 0.00076224 0.00057784]
  [0.00078368 0.00074801 0.00056733]
  [0.00088623 0.00085209 0.00065922]]]",[0.8        0.23622655],-2.3537322711879534
0,22,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00118321 0.00121397 0.00100261]
  [0.00115742 0.00118817 0.00097409]
  [0.00113493 0.00116569 0.00095043]
  ...
  [0.00362656 0.00363278 0.00287863]
  [0.00368878 0.00368228 0.00291293]
  [0.0036727  0.00365814 0.00288921]]

 [[0.00117217 0.00120293 0.00098767]
  [0.00117384 0.00120459 0.00098877]
  [0.00117402 0.00120478 0.00098936]
  ...
  [0.00270338 0.0026712  0.00205174]
  [0.00333433 0.00332465 0.00260418]
  [0.00361151 0.00360081 0.00284286]]

 [[0.00117571 0.00120647 0.00099114]
  [0.00118911 0.00121986 0.00100258]
  [0.00116272 0.00119348 0.00097785]
  ...
  [0.00133661 0.00127063 0.00089723]
  [0.00199036 0.00194045 0.00142728]
  [0.00284305 0.00280866 0.00216109]]]",[ 0.78914381 -0.18383539],-2.362603954028266
0,23,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00116248 0.00119324 0.00099331]
  [0.00115027 0.00118103 0.00098111]
  [0.00114935 0.0011801  0.00098018]
  ...
  [0.00362568 0.00354042 0.0028656 ]
  [0.00364343 0.00356767 0.00287828]
  [0.0036853  0.00362015 0.00290227]]

 [[0.00116225 0.001193   0.00099308]
  [0.00116088 0.00119164 0.00099171]
  [0.00115468 0.00118544 0.00098532]
  ...
  [0.00359761 0.00351573 0.00284673]
  [0.0036226  0.00354379 0.00285963]
  [0.00366062 0.00359834 0.00287904]]

 [[0.00115854 0.0011893  0.00098938]
  [0.00116525 0.00119601 0.0009958 ]
  [0.00116842 0.00119918 0.0009932 ]
  ...
  [0.00360558 0.00355446 0.00286783]
  [0.00362104 0.00355816 0.00286345]
  [0.00365473 0.00359627 0.00287831]]]",[ 0.6814649 -0.2528095],-2.37003489403904
0,24,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00122969 0.00121431 0.00101936]
  [0.00123454 0.00121916 0.00102263]
  [0.00123534 0.00121996 0.00102342]
  ...
  [0.00359929 0.00347558 0.00284505]
  [0.00360453 0.00347712 0.00284659]
  [0.0036231  0.00348966 0.0028589 ]]

 [[0.00121431 0.00119893 0.00101399]
  [0.00121464 0.00119926 0.00101402]
  [0.00120366 0.00118829 0.00100292]
  ...
  [0.00359858 0.00347562 0.00284506]
  [0.00360006 0.00347699 0.00284647]
  [0.00361246 0.00348893 0.0028584 ]]

 [[0.00121407 0.00119869 0.00101415]
  [0.00120431 0.00118893 0.00100439]
  [0.0011874  0.00117202 0.00098747]
  ...
  [0.00359542 0.00347878 0.00284506]
  [0.00359877 0.00347588 0.00284528]
  [0.00360252 0.00347949 0.00284896]]]",[ 0.72770405 -0.04997022],-2.3778285602854896
0,25,"[[[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 [[0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  ...
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]
  [0.00053825 0.00069204 0.00049212]]

 ...

 [[0.00125527 0.0012399  0.00104012]
  [0.00121749 0.00120211 0.00100974]
  [0.00113874 0.00112336 0.00094364]
  ...
  [0.00361076 0.00376848 0.00327605]
  [0.0036097  0.00377248 0.00328241]
  [0.00297138 0.00310044 0.00270151]]

 [[0.00126097 0.00124559 0.00104663]
  [0.00118909 0.00117371 0.0009866 ]
  [0.0011213  0.00110592 0.00092932]
  ...
  [0.0036116  0.00376939 0.00327688]
  [0.00361248 0.00377529 0.00328426]
  [0.00296931 0.00309837 0.00269942]]

 [[0.00125683 0.00124145 0.00104306]
  [0.00119974 0.00118436 0.00099809]
  [0.00118974 0.00117436 0.0009872 ]
  ...
  [0.00362039 0.00377818 0.00328567]
  [0.00361269 0.00377549 0.00328447]
  [0.00296268 0.00309174 0.0026928 ]]]",[ 0.8        -0.15279185],-2.3856291288706233
